ts,equity,benchmark_equity
2025-04-09 11:00:00+00:00,10000.0,9728.334503989743
2025-04-09 12:00:00+00:00,10000.0,9813.961465371658
2025-04-09 13:00:00+00:00,10000.0,9931.005477394212
2025-04-09 14:00:00+00:00,10000.0,9835.140097424695
2025-04-09 15:00:00+00:00,10000.0,9853.497573965979
2025-04-09 16:00:00+00:00,10000.0,9987.465524201834
2025-04-09 17:00:00+00:00,10000.0,10495.248559174179
2025-04-09 18:00:00+00:00,10000.0,10455.058573417722
2025-04-09 19:00:00+00:00,10000.0,10507.091222951942
2025-04-09 20:00:00+00:00,10000.0,10620.215965144645
2025-04-09 21:00:00+00:00,10000.0,10640.148736589521
2025-04-09 22:00:00+00:00,10000.0,10608.424213939816
2025-04-09 23:00:00+00:00,10000.0,10545.400438367229
2025-04-10 00:00:00+00:00,10000.0,10513.34747970784
2025-04-10 01:00:00+00:00,9997.986820556924,10504.528623447808
2025-04-10 02:00:00+00:00,9997.479898060872,10502.309434239516
2025-04-10 03:00:00+00:00,9982.029165065203,10434.680566531144
2025-04-10 04:00:00+00:00,9990.938217193008,10473.48493167532
2025-04-10 05:00:00+00:00,9996.09293325588,10496.000268339203
2025-04-10 06:00:00+00:00,9994.766310049072,10490.196235025209
2025-04-10 07:00:00+00:00,9989.610757266344,10422.557384459402
2025-04-10 08:00:00+00:00,9988.752683271761,10411.36660127229
2025-04-10 09:00:00+00:00,9993.979468167827,10479.465661565955
2025-04-10 10:00:00+00:00,9990.927768185664,10439.466348386546
2025-04-10 11:00:00+00:00,9992.162824776204,10455.597647719333
2025-04-10 12:00:00+00:00,9990.281691520611,10430.992898993843
2025-04-10 13:00:00+00:00,9982.747942901353,10332.666744666054
2025-04-10 14:00:00+00:00,9982.747942901353,10380.2041134963
2025-04-10 15:00:00+00:00,10008.246256276458,10048.785226009893
2025-04-10 16:00:00+00:00,10008.246256276458,10146.248861455106
2025-04-10 17:00:00+00:00,10008.246256276458,10138.597999515228
2025-04-10 18:00:00+00:00,10006.670402185624,10158.552733246466
2025-04-10 19:00:00+00:00,10003.746675651528,10195.654022911853
2025-04-10 20:00:00+00:00,10003.533850859589,10198.365366991797
2025-04-10 21:00:00+00:00,10004.902557443143,10180.923318477506
2025-04-10 22:00:00+00:00,10005.010391833059,10179.551673865635
2025-04-10 23:00:00+00:00,10006.056945799382,10166.241530044605
2025-04-11 00:00:00+00:00,10011.266851978797,10100.075150950785
2025-04-11 01:00:00+00:00,9997.735290752413,10270.720119410944
2025-04-11 02:00:00+00:00,9996.426145960519,10253.908987486684
2025-04-11 03:00:00+00:00,10001.571121781148,10319.877706003246
2025-04-11 04:00:00+00:00,10003.849919842225,10329.674882292122
2025-04-11 05:00:00+00:00,10001.70548630795,10320.448725448654
2025-04-11 06:00:00+00:00,10009.55974272879,10354.2177373015
2025-04-11 07:00:00+00:00,10014.90839234802,10377.271149981247
2025-04-11 08:00:00+00:00,10023.972310899115,10416.403951135107
2025-04-11 09:00:00+00:00,10046.939766993646,10515.848185495863
2025-04-11 10:00:00+00:00,10052.625618813907,10553.04331402116
2025-04-11 11:00:00+00:00,10043.810257054209,10495.204634601461
2025-04-11 12:00:00+00:00,10039.881017598995,10478.097011811316
2025-04-11 13:00:00+00:00,10063.212062385812,10579.552791945667
2025-04-11 14:00:00+00:00,10036.751591428523,10463.643830813722
2025-04-11 15:00:00+00:00,10054.179760157249,10539.34982847454
2025-04-11 16:00:00+00:00,10063.113686881929,10578.370821625103
2025-04-11 17:00:00+00:00,10094.071181884026,10713.964979337481
2025-04-11 18:00:00+00:00,10086.221322476447,10679.248594313844
2025-04-11 19:00:00+00:00,10094.287669359699,10714.834486220261
2025-04-11 20:00:00+00:00,10093.404003477248,10710.926197533594
2025-04-11 21:00:00+00:00,10089.232124478935,10692.47987356112
2025-04-11 22:00:00+00:00,10081.155946817482,10656.817113652434
2025-04-11 23:00:00+00:00,10082.174042694383,10661.301413213228
2025-04-12 00:00:00+00:00,10078.980708684698,10647.231573941228
2025-04-12 01:00:00+00:00,10074.002641388557,10625.320200152297
2025-04-12 02:00:00+00:00,10071.590461093745,10593.51781121458
2025-04-12 03:00:00+00:00,10071.822421535619,10596.567574161649
2025-04-12 04:00:00+00:00,10074.979664108165,10638.089273100231
2025-04-12 05:00:00+00:00,10075.398911415876,10643.622770977676
2025-04-12 06:00:00+00:00,10077.773031056196,10674.972936473489
2025-04-12 07:00:00+00:00,10078.988775713793,10691.070294090987
2025-04-12 08:00:00+00:00,10078.075877452604,10678.966079448372
2025-04-12 09:00:00+00:00,10077.370347399134,10669.621126601402
2025-04-12 10:00:00+00:00,10076.268921152285,10655.04415817159
2025-04-12 11:00:00+00:00,10077.326871985468,10669.028144869631
2025-04-12 12:00:00+00:00,10079.932653302918,10703.512927600726
2025-04-12 13:00:00+00:00,10086.490071237802,10790.551465024262
2025-04-12 14:00:00+00:00,10086.490071237802,10847.162252979186
2025-04-12 15:00:00+00:00,10087.555142099029,10861.47966711563
2025-04-12 16:00:00+00:00,10084.104646400325,10815.039414317733
2025-04-12 17:00:00+00:00,10086.8432576839,10827.277399250006
2025-04-12 18:00:00+00:00,10098.773738701277,10880.63677053763
2025-04-12 19:00:00+00:00,10093.904974092891,10847.85107014235
2025-04-12 20:00:00+00:00,10113.040747513913,10933.53892695463
2025-04-12 21:00:00+00:00,10109.43236437636,10909.156795949992
2025-04-12 22:00:00+00:00,10108.588225677686,10905.361313552366
2025-04-12 23:00:00+00:00,10106.518184114091,10896.056292135143
2025-04-13 00:00:00+00:00,10113.792143582818,10928.732181098618
2025-04-13 01:00:00+00:00,10105.39638809619,10890.931093126883
2025-04-13 02:00:00+00:00,10106.743424393691,10909.077931376243
2025-04-13 03:00:00+00:00,10106.84094209661,10910.393671986467
2025-04-13 04:00:00+00:00,10098.697119832963,10800.50237731767
2025-04-13 05:00:00+00:00,10099.07153253677,10795.496972598656
2025-04-13 06:00:00+00:00,10098.005109895783,10809.746503304526
2025-04-13 07:00:00+00:00,10099.411852051751,10790.922827320926
2025-04-13 08:00:00+00:00,10097.766788565548,10812.894098254477
2025-04-13 09:00:00+00:00,10095.260046339758,10846.447480386678
2025-04-13 10:00:00+00:00,10093.230564273359,10819.191284725866
2025-04-13 11:00:00+00:00,10095.373824103694,10790.473598736247
2025-04-13 12:00:00+00:00,10095.928980781977,10783.056335660402
2025-04-13 13:00:00+00:00,10104.325551563206,10670.955834640752
2025-04-13 14:00:00+00:00,10104.325551563206,10739.599958950485
2025-04-13 15:00:00+00:00,10106.762151598685,10707.227548853105
2025-04-13 16:00:00+00:00,10102.648440173958,10761.704001887952
2025-04-13 17:00:00+00:00,10097.165213550228,10834.715626326466
2025-04-13 18:00:00+00:00,10096.135227101726,10820.900349919113
2025-04-13 19:00:00+00:00,10088.82102859846,10722.909619601216
2025-04-13 20:00:00+00:00,10093.23356456695,10664.28628758695
2025-04-13 21:00:00+00:00,10091.86930650498,10682.304346975368
2025-04-13 22:00:00+00:00,10094.712513779501,10644.684947008991
2025-04-13 23:00:00+00:00,10090.854716856886,10695.5346279369
2025-04-14 00:00:00+00:00,10085.490258160307,10766.608579746853
2025-04-14 01:00:00+00:00,10083.906443648448,10745.473872266537
2025-04-14 02:00:00+00:00,10074.460632529901,10871.292815976401
2025-04-14 03:00:00+00:00,10057.89671675679,10796.817704637591
2025-04-14 04:00:00+00:00,10069.578556174143,10849.067980463942
2025-04-14 05:00:00+00:00,10058.398011319534,10798.876169841145
2025-04-14 06:00:00+00:00,10059.945625967948,10805.799281473848
2025-04-14 07:00:00+00:00,10059.783244588201,10805.07252945242
2025-04-14 08:00:00+00:00,10064.283312460302,10825.211946046245
2025-04-14 09:00:00+00:00,10055.843637912403,10787.387897502405
2025-04-14 10:00:00+00:00,10063.242923038339,10820.461104191878
2025-04-14 11:00:00+00:00,10068.64279425936,10844.653560905212
2025-04-14 12:00:00+00:00,10073.996139769204,10868.6783056136
2025-04-14 13:00:00+00:00,10057.106778841682,10792.754681660652
2025-04-14 14:00:00+00:00,10066.50824409894,10918.869117950653
2025-04-14 15:00:00+00:00,10028.753823391338,10748.239123776648
2025-04-14 16:00:00+00:00,10031.168467504207,10780.587575016181
2025-04-14 17:00:00+00:00,10026.865703632364,10838.390316149107
2025-04-14 18:00:00+00:00,10028.007715124531,10853.8208188898
2025-04-14 19:00:00+00:00,10026.328260762983,10846.24682495219
2025-04-14 20:00:00+00:00,10026.600012988525,10847.471721559736
2025-04-14 21:00:00+00:00,10021.455987738578,10824.283540304586
2025-04-14 22:00:00+00:00,10015.256160518855,10796.381453767588
2025-04-14 23:00:00+00:00,10015.0021980674,10799.803577297062
2025-04-15 00:00:00+00:00,10012.207937812473,10837.468898407651
2025-04-15 01:00:00+00:00,10013.721784441394,10857.951725297316
2025-04-15 02:00:00+00:00,10015.014179672376,10875.468645242385
2025-04-15 03:00:00+00:00,10021.885340984676,10906.558258159084
2025-04-15 04:00:00+00:00,10025.262512959323,10921.871961467761
2025-04-15 05:00:00+00:00,10027.609939344959,10932.52766349624
2025-04-15 06:00:00+00:00,10022.3381857551,10908.579786790118
2025-04-15 07:00:00+00:00,10030.550563540983,10945.823831316857
2025-04-15 08:00:00+00:00,10033.63310932724,10959.839763158696
2025-04-15 09:00:00+00:00,10038.398515224131,10981.528519226778
2025-04-15 10:00:00+00:00,10029.189502069106,10939.552600274803
2025-04-15 11:00:00+00:00,10027.578145291745,10932.229176058865
2025-04-15 12:00:00+00:00,10033.666003986995,10959.88368773142
2025-04-15 13:00:00+00:00,10030.061792784414,10943.479856390599
2025-04-15 14:00:00+00:00,10016.828368679331,10883.319164331004
2025-04-15 15:00:00+00:00,10020.392012169377,10834.920274903927
2025-04-15 16:00:00+00:00,10020.163492199843,10838.008970995
2025-04-15 17:00:00+00:00,10023.048351817688,10799.004948702082
2025-04-15 18:00:00+00:00,10026.06617678005,10758.361741217974
2025-04-15 19:00:00+00:00,10026.06617678005,10734.913007383715
2025-04-15 20:00:00+00:00,10026.06617678005,10726.804930573215
2025-04-15 21:00:00+00:00,10026.06617678005,10757.624008053366
2025-04-15 22:00:00+00:00,10029.826848151748,10707.18562085187
2025-04-15 23:00:00+00:00,10031.410737525883,10686.049915085809
2025-04-16 00:00:00+00:00,10045.093880153952,10625.316207009319
2025-04-16 01:00:00+00:00,10036.194791406948,10684.14818074402
2025-04-16 02:00:00+00:00,10028.619324564599,10717.750478877664
2025-04-16 03:00:00+00:00,10033.53992786561,10695.839105088733
2025-04-16 04:00:00+00:00,10038.273674847005,10674.813210754486
2025-04-16 05:00:00+00:00,10041.299479391373,10661.406233216316
2025-04-16 06:00:00+00:00,10034.937186794667,10689.552899760523
2025-04-16 07:00:00+00:00,10044.434284075844,10647.40028423191
2025-04-16 08:00:00+00:00,10034.702063338651,10690.385470070787
2025-04-16 09:00:00+00:00,10036.241460497558,10683.552204155018
2025-04-16 10:00:00+00:00,10026.609952946601,10726.271845986066
2025-04-16 11:00:00+00:00,10025.7795820592,10737.375778313473
2025-04-16 12:00:00+00:00,10023.3015423215,10704.201744763886
2025-04-16 13:00:00+00:00,10022.957541723177,10708.793859185002
2025-04-16 14:00:00+00:00,10015.83255233592,10803.950456276476
2025-04-16 15:00:00+00:00,10015.83255233592,10845.918388942504
2025-04-16 16:00:00+00:00,10015.83255233592,10869.456968493698
2025-04-16 17:00:00+00:00,10015.83255233592,10651.81570207639
2025-04-16 18:00:00+00:00,10009.33582470286,10738.181394908657
2025-04-16 19:00:00+00:00,10006.036098368608,10782.431408784829
2025-04-16 20:00:00+00:00,10005.023576298638,10768.792828954114
2025-04-16 21:00:00+00:00,10007.840824495333,10806.69674035745
2025-04-16 22:00:00+00:00,10007.073941416125,10796.345515480809
2025-04-16 23:00:00+00:00,10002.7518018221,10738.057607476434
2025-04-17 00:00:00+00:00,10001.293007494676,10757.632992625056
2025-04-17 01:00:00+00:00,10002.425659492194,10772.861841645517
2025-04-17 02:00:00+00:00,10001.859291433986,10765.236935134979
2025-04-17 03:00:00+00:00,9999.456780152883,10732.91344103904
2025-04-17 04:00:00+00:00,9998.068973249014,10751.533466730923
2025-04-17 05:00:00+00:00,9995.782320264658,10782.27068478009
2025-04-17 06:00:00+00:00,9999.827652152147,10836.816019531254
2025-04-17 07:00:00+00:00,9998.079616220553,10813.136681690195
2025-04-17 08:00:00+00:00,9996.289364789476,10788.934242119429
2025-04-17 09:00:00+00:00,9997.10716271674,10792.611926799294
2025-04-17 10:00:00+00:00,9993.642852296853,10777.02868633981
2025-04-17 11:00:00+00:00,9999.72483281376,10804.35675857417
2025-04-17 12:00:00+00:00,10005.422145572627,10830.00571418759
2025-04-17 13:00:00+00:00,9995.547652703759,10785.471188874455
2025-04-17 14:00:00+00:00,9986.111123398097,10743.045043052061
2025-04-17 15:00:00+00:00,9982.038765795698,10797.808004095357
2025-04-17 16:00:00+00:00,9986.075380509683,10852.389277133296
2025-04-17 17:00:00+00:00,9990.162322421502,10880.148608808944
2025-04-17 18:00:00+00:00,9989.254201843438,10873.967223483825
2025-04-17 19:00:00+00:00,9983.55460886739,10848.115615864428
2025-04-17 20:00:00+00:00,9989.906382851226,10876.873233283795
2025-04-17 21:00:00+00:00,9988.390231057281,10869.99504450956
2025-04-17 22:00:00+00:00,9979.441734429498,10829.418722170281
2025-04-17 23:00:00+00:00,9983.592469942469,10848.186494152234
2025-04-18 00:00:00+00:00,9980.090151013674,10832.329723398972
2025-04-18 01:00:00+00:00,9984.742000773127,10853.367597162147
2025-04-18 02:00:00+00:00,9984.385077636025,10848.51792501915
2025-04-18 03:00:00+00:00,9983.608020555335,10837.964048136533
2025-04-18 04:00:00+00:00,9982.226279990988,10819.214245297966
2025-04-18 05:00:00+00:00,9981.670035182196,10826.750304377316
2025-04-18 06:00:00+00:00,9981.842032939037,10824.418308879984
2025-04-18 07:00:00+00:00,9982.659875192567,10813.332345695962
2025-04-18 08:00:00+00:00,9982.74311393708,10812.205281091301
2025-04-18 09:00:00+00:00,9983.364709697387,10803.789732271734
2025-04-18 10:00:00+00:00,9983.738718889472,10798.730420122556
2025-04-18 11:00:00+00:00,9982.818580585386,10811.171057060807
2025-04-18 12:00:00+00:00,9982.429361003537,10816.440009216163
2025-04-18 13:00:00+00:00,9983.427842190942,10802.916232245976
2025-04-18 14:00:00+00:00,9983.485483596825,10802.13657108013
2025-04-18 15:00:00+00:00,9985.155738462427,10779.546362985471
2025-04-18 16:00:00+00:00,9984.303592496157,10791.045616467392
2025-04-18 17:00:00+00:00,9983.42782111583,10802.877299101972
2025-04-18 18:00:00+00:00,9982.944251523471,10809.41806729483
2025-04-18 19:00:00+00:00,9983.617723502257,10800.302720168915
2025-04-18 20:00:00+00:00,9983.966246043037,10795.589813172808
2025-04-18 21:00:00+00:00,9982.933036864702,10809.55483244172
2025-04-18 22:00:00+00:00,9982.1902438667,10799.501096716705
2025-04-18 23:00:00+00:00,9982.891448687806,10790.0183804371
2025-04-19 00:00:00+00:00,9982.865365916965,10790.370775304635
2025-04-19 01:00:00+00:00,9981.947402984151,10802.773477384622
2025-04-19 02:00:00+00:00,9979.974872051103,10829.457655314282
2025-04-19 03:00:00+00:00,9982.56597268792,10847.030479260999
2025-04-19 04:00:00+00:00,9984.863376680512,10862.632687149611
2025-04-19 05:00:00+00:00,9986.002691129972,10870.379384520886
2025-04-19 06:00:00+00:00,9983.42081274168,10852.813548574373
2025-04-19 07:00:00+00:00,9991.026448468143,10887.263391304437
2025-04-19 08:00:00+00:00,9992.802083889428,10899.356624803873
2025-04-19 09:00:00+00:00,9993.897751891525,10906.825798738391
2025-04-19 10:00:00+00:00,9991.537025016041,10890.723449692172
2025-04-19 11:00:00+00:00,9991.157418183773,10888.999410212766
2025-04-19 12:00:00+00:00,9993.205827037542,10898.301436772756
2025-04-19 13:00:00+00:00,9998.119654070131,10920.63009400256
2025-04-19 14:00:00+00:00,9995.726550500925,10909.738796538564
2025-04-19 15:00:00+00:00,9990.29155455233,10885.022239809778
2025-04-19 16:00:00+00:00,9980.29931509637,10839.659137329358
2025-04-19 17:00:00+00:00,9976.722601051439,10888.217752475432
2025-04-19 18:00:00+00:00,9975.955045104683,10877.746733309541
2025-04-19 19:00:00+00:00,9975.575431642445,10872.572618299837
2025-04-19 20:00:00+00:00,9976.633289831865,10886.984869581935
2025-04-19 21:00:00+00:00,9977.727842596902,10901.915231165023
2025-04-19 22:00:00+00:00,9977.057217531066,10892.755959466382
2025-04-19 23:00:00+00:00,9975.653045603236,10873.592866329918
2025-04-20 00:00:00+00:00,9974.970189749949,10882.896889461397
2025-04-20 01:00:00+00:00,9975.96249093105,10896.429651003278
2025-04-20 02:00:00+00:00,9975.491693733073,10890.00168909946
2025-04-20 03:00:00+00:00,9974.812365131977,10880.731607683267
2025-04-20 04:00:00+00:00,9975.036325395717,10883.785363773308
2025-04-20 05:00:00+00:00,9974.29391200097,10873.659751474746
2025-04-20 06:00:00+00:00,9975.69532534413,10854.562545197366
2025-04-20 07:00:00+00:00,9977.20634033061,10834.010836591384
2025-04-20 08:00:00+00:00,9977.20634033061,10815.638385763943
2025-04-20 09:00:00+00:00,9977.20634033061,10800.20788302325
2025-04-20 10:00:00+00:00,9977.20634033061,10754.667085680447
2025-04-20 11:00:00+00:00,9976.843820261023,10749.78247353642
2025-04-20 12:00:00+00:00,9974.588703979414,10780.155317289129
2025-04-20 13:00:00+00:00,9974.532839387532,10780.406885296545
2025-04-20 14:00:00+00:00,9966.965623009553,10814.484367444202
2025-04-20 15:00:00+00:00,9974.7064188655,10779.48846241232
2025-04-20 16:00:00+00:00,9967.693344206436,10811.067235343444
2025-04-20 17:00:00+00:00,9968.755864631557,10806.265480916147
2025-04-20 18:00:00+00:00,9968.629220211307,10806.837498647299
2025-04-20 19:00:00+00:00,9966.62646905826,10815.883964056899
2025-04-20 20:00:00+00:00,9962.831105234201,10867.368554717816
2025-04-20 21:00:00+00:00,9962.335655722567,10860.613155090055
2025-04-20 22:00:00+00:00,9960.682382032404,10838.083842425764
2025-04-20 23:00:00+00:00,9963.575345654115,10877.431275014522
2025-04-21 00:00:00+00:00,9977.699705001909,11070.179288126406
2025-04-21 01:00:00+00:00,9983.732254932671,11153.842621450423
2025-04-21 02:00:00+00:00,9985.049718470353,11163.04182457881
2025-04-21 03:00:00+00:00,9982.160877180451,11142.856486840774
2025-04-21 04:00:00+00:00,9985.11725184764,11159.357151898734
2025-04-21 05:00:00+00:00,9989.903418107471,11186.10222525876
2025-04-21 06:00:00+00:00,9988.878511884926,11180.364078803852
2025-04-21 07:00:00+00:00,9987.48786303767,11172.581443145806
2025-04-21 08:00:00+00:00,9991.136870193732,11192.99139517618
2025-04-21 09:00:00+00:00,9988.819312447587,11180.009687364834
2025-04-21 10:00:00+00:00,9985.655665330643,11162.305089699945
2025-04-21 11:00:00+00:00,9976.772817548355,11112.657344807472
2025-04-21 12:00:00+00:00,9979.523502795208,11125.423422898175
2025-04-21 13:00:00+00:00,9979.908194125052,11127.210354379435
2025-04-21 14:00:00+00:00,9989.883376637077,11266.234621907237
2025-04-21 15:00:00+00:00,9987.714130038006,11254.002626689424
2025-04-21 16:00:00+00:00,9965.241939805841,11127.396035527765
2025-04-21 17:00:00+00:00,9962.648626548193,11091.199192746191
2025-04-21 18:00:00+00:00,9962.402928480897,11094.618321418435
2025-04-21 19:00:00+00:00,9957.312898382414,11165.474646936256
2025-04-21 20:00:00+00:00,9956.166306873401,11149.403244748093
2025-04-21 21:00:00+00:00,9956.545706594907,11154.714124904687
2025-04-21 22:00:00+00:00,9955.03561576246,11133.566439709706
2025-04-21 23:00:00+00:00,9958.589216656828,11183.245131460231
2025-04-22 00:00:00+00:00,9959.297402028935,11193.186060896203
2025-04-22 01:00:00+00:00,9966.785754378761,11298.387409140998
2025-04-22 02:00:00+00:00,9966.785754378761,11263.17487610273
2025-04-22 03:00:00+00:00,9966.03141574619,11259.622975426571
2025-04-22 04:00:00+00:00,9964.256025891647,11251.26532718014
2025-04-22 05:00:00+00:00,9973.19803423157,11293.336083277767
2025-04-22 06:00:00+00:00,9967.862787644164,11268.1633099641
2025-04-22 07:00:00+00:00,9975.256350283096,11302.988508133805
2025-04-22 08:00:00+00:00,9973.705403100437,11295.666082203612
2025-04-22 09:00:00+00:00,9976.74366861251,11310.003462054932
2025-04-22 10:00:00+00:00,9977.254489723668,11312.416318697504
2025-04-22 11:00:00+00:00,9979.65054336421,11323.735880745555
2025-04-22 12:00:00+00:00,9991.299705703646,11378.811305226636
2025-04-22 13:00:00+00:00,10010.232626843153,11513.574889200236
2025-04-22 14:00:00+00:00,10016.763688901852,11607.47364625462
2025-04-22 15:00:00+00:00,10016.942600817625,11608.769421149971
2025-04-22 16:00:00+00:00,10014.511528869647,11591.16065891648
2025-04-22 17:00:00+00:00,10031.743188750374,11690.883414999733
2025-04-22 18:00:00+00:00,10032.472747707841,11696.197290013559
2025-04-22 19:00:00+00:00,10029.541342744687,11679.109632938289
2025-04-22 20:00:00+00:00,10023.968291816616,11646.661353124386
2025-04-22 21:00:00+00:00,10063.152174740957,11874.296458122084
2025-04-22 22:00:00+00:00,10061.576410308096,11862.675413779429
2025-04-22 23:00:00+00:00,10075.483736135104,11944.659630482505
2025-04-23 00:00:00+00:00,10062.743757438813,11869.142308827251
2025-04-23 01:00:00+00:00,10057.647184156438,11839.08492336956
2025-04-23 02:00:00+00:00,10062.97783049445,11870.459047723221
2025-04-23 03:00:00+00:00,10069.07307466901,11906.409313926099
2025-04-23 04:00:00+00:00,10079.594949173583,11968.618488331807
2025-04-23 05:00:00+00:00,10075.902148991256,11946.694136828211
2025-04-23 06:00:00+00:00,10080.763116445489,11975.5116513922
2025-04-23 07:00:00+00:00,10084.446991851903,11997.39307660882
2025-04-23 08:00:00+00:00,10093.267907792353,12049.863973584532
2025-04-23 09:00:00+00:00,10085.753410417075,12005.008000261922
2025-04-23 10:00:00+00:00,10085.753410417075,11976.358197702877
2025-04-23 11:00:00+00:00,10083.267979869832,11939.46654804367
2025-04-23 12:00:00+00:00,10086.292023849515,11984.225687649141
2025-04-23 13:00:00+00:00,10079.685928780216,11886.111169899023
2025-04-23 14:00:00+00:00,10079.104370114666,11877.538890217691
2025-04-23 15:00:00+00:00,10080.313123771804,11895.344314742697
2025-04-23 16:00:00+00:00,10085.27920307433,11968.59752433119
2025-04-23 17:00:00+00:00,10087.492973656326,12001.437132156632
2025-04-23 18:00:00+00:00,10085.59845876796,11973.262513611598
2025-04-23 19:00:00+00:00,10084.752850340177,11960.714061813027
2025-04-23 20:00:00+00:00,10086.005047011125,11979.278183503262
2025-04-23 21:00:00+00:00,10083.196597186141,11937.582782845271
2025-04-23 22:00:00+00:00,10086.33712290442,11984.058973929941
2025-04-23 23:00:00+00:00,10085.283642329814,11968.412841468604
2025-04-24 00:00:00+00:00,10083.093794383996,11935.928623367923
2025-04-24 01:00:00+00:00,10084.91381413934,11962.85937787628
2025-04-24 02:00:00+00:00,10080.712275167452,11900.560357753635
2025-04-24 03:00:00+00:00,10084.358482113294,11846.754752738569
2025-04-24 04:00:00+00:00,10084.358482113294,11853.660893513628
2025-04-24 05:00:00+00:00,10085.767538732793,11832.957445474602
2025-04-24 06:00:00+00:00,10087.941650276258,11801.0731971059
2025-04-24 07:00:00+00:00,10087.941650276258,11783.026187430914
2025-04-24 08:00:00+00:00,10087.941650276258,11758.233760985606
2025-04-24 09:00:00+00:00,10087.941650276258,11815.125067234516
2025-04-24 10:00:00+00:00,10086.484127943539,11836.463425006552
2025-04-24 11:00:00+00:00,10086.701905280786,11833.268910626644
2025-04-24 12:00:00+00:00,10085.40411852525,11852.300230044939
2025-04-24 13:00:00+00:00,10085.785154581084,11846.702841879896
2025-04-24 14:00:00+00:00,10082.452260430393,11895.637810751352
2025-04-24 15:00:00+00:00,10084.05623817817,11919.29318973456
2025-04-24 16:00:00+00:00,10089.737678782549,11947.274140845311
2025-04-24 17:00:00+00:00,10077.325464968624,11886.035300182499
2025-04-24 18:00:00+00:00,10087.520566984862,11936.139261659848
2025-04-24 19:00:00+00:00,10094.441000684208,11970.25867180874
2025-04-24 20:00:00+00:00,10089.791778066961,11947.28711855998
2025-04-24 21:00:00+00:00,10086.732618850001,11932.194036400662
2025-04-24 22:00:00+00:00,10088.549544554528,11941.149657807582
2025-04-24 23:00:00+00:00,10100.399082572567,11999.589305245
2025-04-25 00:00:00+00:00,10100.894380630145,12002.041095031576
2025-04-25 01:00:00+00:00,10094.931361335615,11972.51879073252
2025-04-25 02:00:00+00:00,10077.153623550665,11884.667648713596
2025-04-25 03:00:00+00:00,10079.776019921595,11923.327262424931
2025-04-25 04:00:00+00:00,10078.07525738238,11898.179446254859
2025-04-25 05:00:00+00:00,10076.82279221918,11916.662706799852
2025-04-25 06:00:00+00:00,10074.051252018346,11957.632353722156
2025-04-25 07:00:00+00:00,10075.926893593209,11985.461565399864
2025-04-25 08:00:00+00:00,10073.958041366677,11975.703322254994
2025-04-25 09:00:00+00:00,10077.177067640581,11991.647942153704
